date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2025-01-20,#FitnessGoals,91890,250547,-0.52,Indonesia
2024-06-18,#Investing,158849,854044,-0.34,India
2024-09-21,#Investing,54963,280390,0.88,China
2024-09-08,#Stocks,34393,83557,0.09,South Africa
2024-07-11,#MusicMonday,155004,597911,-0.7,China
2024-07-18,#RemoteWork,153035,498721,0.17,Australia
2024-09-08,#5G,36055,196987,-0.08,Canada
2024-08-28,#Cloud,194201,375316,-0.08,Indonesia
2024-08-29,#Nature,181543,751203,0.12,France
2025-05-24,#Adventure,123633,601087,-0.74,Italy
2024-08-07,#Innovation,2197,7263,-0.07,Egypt
2025-05-19,#Investing,188740,508684,-0.93,Japan
2024-06-19,#5G,36777,58924,-0.76,Turkey
2024-09-27,#RemoteWork,102510,250627,-0.55,South Korea
2024-07-11,#Coding,142584,226957,0.22,USA
2024-12-31,#EcoFriendly,170364,949705,0.1,Spain
2024-06-19,#Gaming,88953,287207,0.22,Japan
2025-04-03,#Finance,1983,10523,0.02,Australia
2024-11-18,#ClimateChange,149937,710511,0.45,UK
2025-04-18,#Politics,13021,46248,0.01,Mexico
2024-12-16,#Foodie,27763,63108,-0.38,Brazil
2024-10-30,#Cloud,94938,512528,-0.79,Egypt
2025-02-07,#Fashion,126095,325534,-0.49,Egypt
2024-09-07,#TravelTuesday,198227,818191,-0.75,South Africa
2024-07-12,#ClimateChange,88599,301261,-0.77,UK
2024-11-26,#SmartCity,28618,44320,-0.95,Spain
2024-12-31,#Business,175767,265364,0.3,Mexico
2024-10-14,#MusicMonday,128826,648310,-0.57,Italy
2024-08-14,#NFT,78768,171957,0.73,Germany
2025-03-25,#Entrepreneur,94111,513453,0.73,India
2024-11-25,#Oscars,130363,591077,-0.87,China
2025-04-06,#SelfCare,77371,121892,-0.01,Spain
2025-03-10,#SelfCare,131289,486704,0.53,Australia
2025-05-20,#MentalHealth,74516,349914,0.52,UK
2024-10-26,#Education,118471,388214,-0.24,Italy
2024-06-22,#Photography,117221,546933,-0.79,South Africa
2024-10-22,#MentalHealth,143320,541451,0.62,China
2024-11-13,#IoT,170044,573069,-0.42,China
2024-07-02,#FitnessGoals,103935,501781,0.16,Turkey
2024-12-15,#Finance,3260,6611,-0.23,Mexico
2025-04-03,#Foodie,33380,88959,0.77,Egypt
2024-09-23,#Vegan,142914,249358,-0.13,South Africa
2024-09-03,#Nature,29240,75078,-0.39,Australia
2025-04-14,#Hiking,106945,430280,-0.03,Australia
2024-11-01,#MetGala,112903,633299,0.83,Spain
2025-04-12,#AIArt,114293,482522,0.55,USA
2024-10-24,#Business,190425,300199,0.64,Italy
2024-08-16,#BreakingNews,127750,231813,0.01,Spain
2025-03-03,#MachineLearning,78984,146918,0.43,South Africa
2025-05-18,#MetGala,100724,214256,0.94,Spain
2025-03-02,#Finance,161876,800776,0.91,South Korea
2024-11-18,#Fashion,61116,289125,-0.63,Brazil
2024-12-18,#Coding,127340,603835,0.77,South Korea
2024-07-16,#Hiking,72460,425179,0.15,China
2024-08-17,#Travel,194671,476696,0.15,Australia
2024-06-25,#Robotics,148321,845530,-0.54,China
2025-04-21,#Movies,193127,1075995,0.63,UK
2024-07-21,#Analytics,163498,316449,0.65,Nigeria
2025-02-21,#CyberSecurity,197503,1045324,0.48,Egypt
2024-05-31,#BreakingNews,36422,86243,0.28,Germany
2024-12-27,#Business,81904,215430,-0.7,Mexico
2025-03-17,#Art,81901,366003,-0.68,South Korea
2024-07-31,#TravelTuesday,120435,401664,0.26,Brazil
2024-12-09,#FoodPorn,141226,672708,0.49,Mexico
2025-01-28,#Business,185365,758691,-0.19,Italy
2025-02-21,#AIArt,91719,322054,-0.97,France
2025-05-26,#RemoteWork,189077,495415,0.74,Germany
2024-11-20,#Blockchain,56460,283459,0.88,India
2025-03-28,#Oscars,11859,25234,-0.74,Russia
2025-04-14,#MentalHealth,59358,262940,-0.62,Italy
2024-05-29,#Travel,90765,490362,0.61,Indonesia
2025-02-07,#Innovation,1818,3247,0.22,Russia
2024-11-19,#SelfCare,194877,608769,-0.9,Japan
2024-12-10,#TravelTuesday,14693,35314,0.43,Russia
2024-07-02,#RemoteWork,185506,405982,-0.05,Egypt
2025-01-29,#Movies,47592,202124,-0.38,India
2024-08-31,#MusicMonday,199707,804788,-0.51,India
2024-07-15,#Science,95946,363992,0.47,Japan
2024-12-18,#Blockchain,154812,368677,-0.94,USA
2025-05-17,#Fashion,23497,124217,-0.13,South Korea
2024-12-18,#BreakingNews,167335,633105,-0.28,Canada
2024-06-06,#EcoFriendly,38531,127384,0.3,South Africa
2025-01-11,#Blockchain,181840,967114,-0.27,Japan
2024-09-08,#History,50063,188172,-0.65,Nigeria
2024-09-14,#Stocks,1820,5975,-0.67,Nigeria
2024-07-03,#Oscars,12786,76062,-0.02,Australia
2024-08-11,#Education,74296,371927,-0.68,UK
2024-07-02,#SmartCity,52200,110128,0.64,Spain
2025-03-06,#TravelTuesday,188814,701208,-0.71,Germany
2025-02-23,#Gaming,188520,615401,-0.88,Turkey
2024-08-31,#Health,130932,299092,-0.56,Japan
2025-03-11,#Vegan,117220,225275,0.01,Nigeria
2024-10-21,#ViralVideo,99786,528082,-0.4,South Korea
2024-12-26,#Health,95268,184667,-0.86,Germany
2024-06-30,#Gaming,83063,475623,-0.43,India
2025-02-23,#Nature,198415,911211,0.58,Germany
2024-11-20,#Nature,188320,348211,-0.42,Germany
2024-06-04,#Politics,58582,98408,-0.47,Russia
2024-12-06,#MentalHealth,6261,13071,-0.99,Indonesia
2025-02-07,#Art,84301,325807,-0.24,Australia
2024-09-11,#CyberSecurity,32975,127983,-0.46,South Korea
2025-04-27,#SelfCare,141205,577974,0.24,Russia
2024-08-27,#Robotics,141616,804463,-0.97,Germany
2024-12-10,#ClimateChange,135403,246449,0.97,UK
2024-08-06,#TravelTuesday,150964,274655,0.12,India
2024-12-21,#Books,89834,249805,0.22,Turkey
2025-01-04,#Finance,76245,177612,0.15,Spain
2025-02-11,#Photography,126507,693575,-0.09,Italy
2024-09-02,#Innovation,129699,443253,0.65,Japan
2024-09-01,#Education,178442,1035768,-0.95,Italy
2024-11-07,#IoT,33618,116303,-0.11,South Africa
2024-12-13,#Photography,49154,270030,-0.04,Japan
2025-02-05,#SmartCity,63444,118364,-0.02,Turkey
2024-06-26,#Productivity,10251,53792,-0.37,USA
2025-05-08,#DeepLearning,166878,776447,0.83,Japan
2024-11-20,#Adventure,36807,89826,0.81,UK
2024-07-10,#Travel,61522,308798,-0.33,Turkey
2025-03-26,#ViralVideo,77306,459254,0.44,Spain
2025-02-15,#TechNews,137735,251537,0.7,Spain
2025-03-06,#Entrepreneur,143052,746206,0.77,Germany
2024-11-12,#AIArt,35861,88576,-0.54,Italy
2024-08-10,#MachineLearning,50080,131474,-0.87,Russia
2025-01-15,#Stocks,7335,13596,-0.49,Australia
2025-03-25,#FoodPorn,183179,1079863,0.34,Indonesia
2024-06-02,#ClimateChange,140381,566470,-0.7,Spain
2025-02-26,#DataScience,111674,431235,-0.02,Brazil
2025-01-09,#Business,15177,35854,-0.2,France
2024-07-09,#Hiking,149761,783589,0.17,Japan
2024-10-16,#IoT,84667,291233,0.95,USA
2024-08-31,#Python,108301,407511,0.85,Germany
2025-04-28,#Python,127985,221446,0.94,France
2024-05-30,#RemoteWork,83502,394007,0.37,South Korea
2024-10-10,#ClimateChange,126024,308032,0.94,India
2024-11-27,#Analytics,53464,284860,-0.1,USA
2024-11-27,#MetGala,64993,177807,-0.99,Egypt
2024-12-28,#Oscars,82458,321151,0.73,Turkey
2024-07-18,#NFT,50959,202404,0.5,Indonesia
2025-01-31,#BreakingNews,110820,465622,0.09,Russia
2024-07-28,#Blockchain,129903,529397,0.21,Russia
2025-01-20,#FitnessGoals,137088,310715,0.57,Canada
2025-04-26,#Cloud,164421,300205,-0.6,France
2025-05-10,#WorldCup,106866,225901,-0.89,France
2025-05-21,#ClimateChange,189717,901982,0.93,South Korea
2024-06-15,#MentalHealth,112435,177698,0.16,Canada
2025-05-27,#Business,31899,136430,-0.1,Japan
2025-03-27,#Adventure,102723,508215,0.28,Italy
2024-09-30,#MachineLearning,40734,163485,0.96,China
2024-11-24,#Health,159038,658952,-0.5,Australia
2024-10-30,#IoT,188355,890382,0.66,France
2024-12-06,#Analytics,93286,236657,0.55,South Korea
2024-10-01,#Sustainability,70953,178670,0.34,Spain
2025-05-03,#Adventure,127736,359846,0.63,Spain
2025-04-10,#TechNews,130812,561204,0.98,Indonesia
2024-09-04,#Productivity,54898,207063,0.47,South Korea
2025-04-25,#Investing,65982,351847,-0.88,France
2025-04-21,#Robotics,30112,166868,0.83,USA
2024-10-11,#Health,24227,47188,-0.0,South Korea
2025-01-25,#Sustainability,8071,31941,-0.06,UK
2024-07-05,#Art,28819,84367,0.71,Russia
2025-05-01,#SelfCare,168787,379461,-0.14,Indonesia
2025-02-17,#Science,25176,132461,-0.14,Spain
2024-05-29,#CyberSecurity,154568,800585,0.62,Turkey
2024-09-07,#Politics,172398,784168,-0.85,USA
2024-07-01,#Coding,39635,112637,0.7,Turkey
2025-05-04,#SmartCity,109747,293212,-0.33,USA
2025-02-07,#Nature,181220,408269,-0.53,South Korea
2024-08-16,#NFT,32425,105019,-0.61,China
2024-12-26,#Python,173933,286166,0.35,Japan
2025-01-04,#SpaceX,196460,1157204,-0.06,Brazil
2025-02-18,#ClimateChange,130331,240303,0.2,South Korea
2025-01-07,#Productivity,96512,147153,0.5,Indonesia
2025-01-31,#History,172997,723392,0.44,Nigeria
2024-12-30,#Motivation,30109,154526,-0.76,Australia
2024-10-20,#CyberSecurity,29908,62732,-0.34,Italy
2024-06-10,#Startup,29687,172752,-0.24,Indonesia
2025-01-01,#CyberSecurity,164223,941016,0.43,USA
2024-06-14,#Travel,91821,356935,0.95,Egypt
2025-02-26,#Entrepreneur,110628,526129,0.36,India
2025-02-22,#Movies,8510,30011,0.01,Indonesia
2025-01-22,#TechNews,5689,32715,0.66,Russia
2024-07-26,#Robotics,116733,205356,-0.84,Brazil
2025-04-05,#Hiking,151787,663878,-0.25,Turkey
2025-05-13,#WorldCup,144208,283564,-0.39,Nigeria
2025-03-08,#FitnessGoals,96801,457780,-0.87,France
2024-07-10,#Cloud,156935,240607,-0.35,South Korea
2024-11-02,#Blockchain,91158,437777,0.13,Australia
2025-04-16,#History,103537,421592,0.72,China
2024-06-03,#Robotics,175127,322922,-0.81,Indonesia
2025-03-04,#TravelTuesday,67262,385334,-0.62,Russia
2025-03-10,#FoodPorn,70905,379280,0.36,Italy
2024-08-08,#FitnessGoals,167952,618627,0.02,UK
2024-06-09,#Foodie,181618,339913,0.31,Spain
2024-07-25,#NFT,174487,737920,0.78,India
2025-03-17,#BigData,45852,202523,0.82,France
2025-04-06,#Innovation,102486,456287,-0.05,Germany
2024-12-06,#Vegan,179109,612726,0.59,Italy
2024-09-17,#Gaming,102158,179646,-0.02,Turkey
2025-02-13,#Education,18902,73502,0.35,Mexico
2025-02-06,#History,190091,595543,-0.77,Mexico
2024-10-11,#ViralVideo,132084,436525,-0.79,Germany
2024-09-23,#EcoFriendly,150033,630115,-0.61,Brazil
2024-07-06,#Movies,195155,350662,0.24,Brazil
2024-09-07,#TravelTuesday,34585,166304,-0.02,USA
2024-12-14,#Startup,139276,367884,0.81,Germany
2025-02-09,#TechNews,169771,656336,0.04,South Korea
2024-06-13,#Python,127814,572970,0.04,France
2024-06-28,#RemoteWork,156049,542115,-0.53,Spain
2024-12-21,#Fashion,183234,598672,-0.26,France
2024-07-26,#5G,102679,550364,0.04,Indonesia
2025-01-09,#BreakingNews,92289,505416,-0.88,South Korea
2024-07-18,#Finance,48169,81585,-0.73,Canada
2025-04-07,#SmartCity,37905,162385,0.41,South Africa
2024-06-14,#History,150414,512290,-0.65,UK
2025-02-04,#Politics,59326,221465,-0.39,Mexico
2024-09-07,#Startup,121105,718584,-0.78,India
2024-06-17,#Travel,114467,254144,0.31,Russia
2024-09-21,#Coding,150054,491979,0.99,South Africa
2024-11-12,#AIArt,97858,279068,-0.08,UK
2024-07-22,#DeepLearning,113888,611876,-0.25,Spain
2024-07-10,#Sustainability,59976,104433,-0.04,Italy
2024-06-24,#Innovation,53434,160713,0.01,Turkey
2024-10-22,#NFT,165286,425055,-0.06,Nigeria
2025-03-29,#Sustainability,122748,645188,-0.32,China
2024-06-23,#Coding,83056,291467,-0.15,Brazil
2025-03-07,#EcoFriendly,199375,1075237,-0.8,USA
2025-01-08,#Art,95933,487807,0.79,Germany
2024-12-08,#Robotics,193269,1063479,0.15,Canada
2025-05-20,#TravelTuesday,40879,97479,0.05,Spain
2024-11-23,#Cloud,112279,237445,0.6,USA
2024-09-20,#Innovation,189150,351954,0.24,USA
2025-04-23,#FoodPorn,158990,708484,-0.37,Indonesia
2025-05-22,#Robotics,13776,65494,-0.63,Egypt
2025-04-06,#Entrepreneur,153206,264075,0.43,Japan
2024-09-04,#DataScience,86813,173565,-0.87,Russia
2024-07-02,#Sustainability,196171,448187,-0.03,Spain
2024-07-06,#Stocks,17085,35245,-0.7,Germany
2024-10-11,#Motivation,178426,867872,-0.46,Germany
2025-01-20,#Startup,119622,495365,0.69,South Korea
2024-11-12,#Blockchain,44585,107586,-0.78,UK
2024-06-08,#Photography,194837,467486,0.26,Turkey
2025-02-16,#Entrepreneur,3803,9117,0.73,India
2024-09-11,#Photography,79534,361916,0.94,Germany
2025-03-10,#ClimateChange,172193,292180,-0.88,Spain
2025-03-13,#Finance,167190,938033,0.41,Egypt
2024-06-16,#Innovation,77614,233480,0.39,Turkey
2024-12-07,#SelfCare,50202,218252,-0.12,Italy
2025-01-22,#Oscars,84213,445680,0.4,China
2025-02-16,#Science,63278,211438,0.15,Russia
2024-12-01,#TechNews,144229,554735,-0.76,South Africa
2025-01-17,#5G,88873,423851,-0.34,USA
2024-07-21,#Stocks,87311,452149,0.71,Egypt
2024-12-01,#ClimateChange,55797,203763,-0.99,South Korea
2025-04-02,#MachineLearning,186715,1013490,-0.5,Italy
2025-03-16,#RemoteWork,189287,474095,0.95,Nigeria
2024-06-29,#Cloud,137465,282991,-0.13,India
2024-11-02,#Sustainability,68882,371863,0.71,Brazil
2024-10-26,#EcoFriendly,159552,435854,0.35,France
2025-01-06,#History,32013,177713,-0.59,Italy
2025-02-16,#Python,113469,454087,-0.02,Japan
2025-03-01,#NFT,104434,535226,0.57,Brazil
2025-03-14,#AI,151038,636780,-0.33,Mexico
2024-08-15,#MetGala,68989,273538,-0.4,China
2024-09-29,#SmartCity,97415,400356,-0.04,Canada
2024-12-08,#SmartCity,129837,589019,-0.26,Mexico
2024-10-16,#Fashion,58556,221453,-0.24,Australia
2024-07-27,#MentalHealth,10735,48087,0.04,Brazil
2025-05-09,#DataScience,39871,158192,-0.52,Italy
2024-12-26,#SmartCity,55843,200155,0.15,Australia
2024-09-19,#IoT,27011,135259,0.58,Nigeria
2024-08-14,#MentalHealth,176452,280438,-0.95,Russia
2024-12-07,#Productivity,120828,421847,-0.58,Russia
2024-12-30,#Movies,159518,277787,0.55,China
2024-09-15,#Health,37292,211324,0.06,France
2025-03-19,#Health,154769,774285,0.34,France
2024-11-15,#Coding,125112,459876,-0.27,Australia
2025-02-27,#Investing,39412,112648,-0.17,Australia
2024-06-13,#Entrepreneur,45631,221347,0.13,Brazil
2025-02-01,#Motivation,165810,702033,-0.18,Turkey
2024-06-25,#Travel,183017,781654,-0.98,China
2024-10-30,#Politics,47193,201942,-0.43,Russia
2024-10-04,#Photography,124489,337174,-0.92,China
2024-07-15,#Art,159034,933418,-0.01,UK
2024-11-21,#CyberSecurity,75762,398936,0.03,Indonesia
2024-12-09,#Crypto,1931,5023,-0.7,Nigeria
2025-04-08,#BigData,1294,4897,0.94,Brazil
2025-01-17,#Art,107800,293627,-0.51,Canada
2024-12-21,#AIArt,129144,379121,-0.21,India
2024-07-03,#Movies,157249,490280,-0.95,UK
2025-04-12,#Crypto,43334,75878,0.97,Mexico
2024-10-12,#Politics,113384,301827,-0.13,UK
2024-07-19,#BreakingNews,8834,30878,0.03,UK
2025-02-18,#NFT,155156,722288,0.85,Spain
2025-04-04,#SelfCare,134467,629524,0.06,Spain
2025-01-23,#Python,175323,817381,-0.34,France
2024-06-16,#Science,34547,181428,-0.79,Mexico
2024-05-28,#Finance,53135,215948,0.21,Egypt
2024-09-27,#Books,100601,210241,-0.58,China
2025-03-26,#MentalHealth,151582,583025,0.58,Canada
2025-05-04,#Health,190946,424420,-0.92,Indonesia
2025-04-05,#Cloud,155852,836679,0.09,Australia
2024-07-16,#Fashion,106597,262079,0.4,South Africa
2025-05-10,#5G,199214,771646,0.68,Japan
2025-02-22,#Startup,104923,408190,0.53,Spain
2024-12-25,#Startup,198086,731475,0.22,Nigeria
2025-05-25,#TechNews,140720,687948,0.54,Germany
2025-04-11,#DataScience,132541,745826,0.83,Japan
2025-01-25,#Analytics,84548,374318,0.84,Nigeria
2025-04-09,#SpaceX,23728,50611,0.46,USA
2025-04-06,#SelfCare,192997,792098,0.01,Italy
2025-03-21,#Gaming,10547,38314,0.24,Spain
2024-11-15,#Productivity,184649,390542,0.37,France
2024-12-24,#AIArt,84334,213526,-0.78,Germany
2024-07-03,#Politics,40123,112919,-0.97,Spain
2024-09-18,#FoodPorn,29974,53901,0.43,Nigeria
2024-07-22,#MachineLearning,140467,454964,0.82,Egypt
2025-03-01,#MentalHealth,67263,318559,-0.03,South Korea
2025-02-05,#Gaming,183190,788225,0.56,Italy
2024-07-13,#FitnessGoals,24030,109375,-0.2,Indonesia
2024-10-30,#5G,96099,367204,-0.7,France
2025-04-25,#Photography,90399,308458,-0.36,Canada
2024-07-06,#FitnessGoals,72261,383194,-0.65,China
2024-09-23,#WorldCup,59338,301178,-0.31,USA
2024-08-16,#Entrepreneur,121459,413416,-0.96,France
2024-08-23,#IoT,12439,39034,-0.87,Mexico
2025-05-26,#Adventure,140752,833563,0.53,UK
2024-12-22,#SelfCare,62079,256496,-0.78,China
2024-06-03,#Health,97434,277835,-0.74,Russia
2024-11-04,#Nature,95055,522814,-0.4,France
2025-04-29,#EcoFriendly,119747,295412,-0.97,Mexico
2025-04-11,#History,108926,558493,-0.63,Mexico
2024-06-18,#TechNews,149376,288079,-0.63,Mexico
2024-08-21,#CyberSecurity,19162,90525,0.07,South Korea
2025-05-10,#MusicMonday,104576,625855,-0.31,South Africa
2024-09-13,#Photography,194924,897198,-0.66,South Africa
2024-06-02,#WorldCup,159835,456594,-0.95,South Korea
2024-11-17,#MachineLearning,50857,219173,-0.53,France
2024-08-05,#Finance,20857,87609,-0.25,Germany
2025-05-08,#Adventure,108641,349776,-0.39,Japan
2025-05-11,#Movies,176071,618125,0.98,Germany
2024-06-18,#FitnessGoals,180981,798759,-0.79,Mexico
2024-09-12,#Motivation,150853,723017,0.4,France
2025-03-13,#IoT,11936,20615,0.92,Egypt
2024-12-02,#SmartCity,136413,622030,0.5,Italy
2024-09-29,#Health,70556,146647,0.29,Italy
2025-05-05,#FoodPorn,179788,954546,-0.78,USA
2024-08-23,#Health,178642,792546,0.66,Mexico
2024-11-19,#Vegan,37674,173243,0.3,Canada
2025-01-27,#Health,30180,67628,-0.31,Australia
2025-02-06,#Analytics,110179,265275,0.18,Spain
2025-01-29,#Fashion,189357,493907,-0.87,Canada
2025-05-19,#SpaceX,177363,838084,0.1,Australia
2024-11-23,#MentalHealth,45805,191414,0.44,USA
2024-12-16,#BigData,86468,331160,-0.62,Australia
2024-12-03,#Entrepreneur,54520,148695,-0.83,South Africa
2024-09-20,#Blockchain,24612,110756,-0.92,Nigeria
2025-03-13,#Science,19225,62163,-0.75,Egypt
2025-03-09,#Python,8790,52449,-0.11,Australia
2025-04-28,#AIArt,127401,748516,0.65,UK
2024-10-11,#Elections2025,138584,379720,0.41,Russia
2025-05-22,#FoodPorn,10365,49022,-0.43,China
2024-06-27,#Stocks,112059,606630,-0.41,France
2025-02-15,#Health,123746,250936,0.05,Russia
2024-12-26,#SmartCity,12762,21449,-0.71,Turkey
2025-05-02,#MentalHealth,145207,819643,0.99,Germany
2024-11-22,#Innovation,108361,445954,0.56,Australia
2025-01-15,#Politics,173846,453776,0.05,Turkey
2024-11-18,#SelfCare,158582,315488,-0.53,South Korea
2024-07-31,#Art,139497,457537,-0.01,South Africa
2024-06-23,#Gaming,79033,253902,-0.56,Brazil
2025-04-30,#MetGala,8117,43599,0.3,South Africa
2024-09-28,#Innovation,11992,71415,-0.4,Germany
2024-08-02,#NFT,140300,251855,0.05,France
2024-08-03,#Politics,83543,254682,0.23,South Korea
2025-01-24,#Motivation,88571,151443,0.24,Italy
2025-02-03,#FoodPorn,151850,669871,0.07,Indonesia
2024-05-28,#Education,29908,61165,-0.96,UK
2024-09-17,#AIArt,44300,87857,-1.0,China
2025-03-29,#Nature,135111,638210,0.58,South Korea
2024-07-09,#IoT,13244,44565,-0.62,Indonesia
2024-12-22,#SelfCare,50273,296639,0.08,Italy
2024-12-24,#Startup,188398,637836,-0.47,South Korea
2025-04-11,#TravelTuesday,171577,706511,-0.28,China
2025-03-01,#Entrepreneur,14748,56079,0.0,China
2024-09-27,#RemoteWork,197744,823458,-0.91,Japan
2024-09-24,#Art,113700,174559,0.54,Germany
2025-02-15,#Politics,84584,134219,-0.23,South Africa
2025-03-24,#SmartCity,87351,441586,-0.82,Indonesia
2024-06-08,#Finance,155231,440460,0.67,Brazil
2025-01-31,#Health,199228,1136864,-0.0,South Korea
2025-04-07,#Finance,196613,839711,0.09,Mexico
2024-12-09,#Travel,144458,696978,-0.08,Nigeria
2025-01-09,#Business,174282,285956,-0.1,Turkey
2024-10-20,#Investing,159786,865556,-0.14,Russia
2024-10-30,#Fashion,101486,406539,0.11,China
2024-09-09,#Motivation,86504,218442,0.46,Spain
2024-08-30,#5G,40460,187100,-0.87,Australia
2024-07-05,#SmartCity,33715,132705,-0.55,China
2024-07-22,#FoodPorn,106682,555256,0.37,India
2024-10-24,#Productivity,199199,633417,-0.56,Canada
2025-03-23,#Education,9388,32397,0.3,Australia
2024-10-08,#Innovation,169521,747968,0.05,China
2024-07-01,#Oscars,192273,467563,-0.27,Spain
2024-10-07,#Travel,19342,96794,-0.81,Japan
2025-05-22,#Education,43890,114195,0.38,Brazil
2024-06-20,#Fashion,57533,214011,-0.94,Germany
2024-08-02,#RemoteWork,7506,32675,-0.72,France
2024-12-31,#Politics,180856,804380,-0.97,Russia
2024-09-30,#Crypto,175563,870820,0.4,Mexico
2024-06-27,#TechNews,143462,247560,-0.36,Russia
2024-12-13,#Blockchain,67150,323411,-0.7,South Africa
2025-04-30,#BigData,91706,345798,0.19,Italy
2024-07-21,#SelfCare,40970,215086,0.46,USA
2025-04-10,#5G,112495,487285,-0.23,Russia
2024-09-30,#Crypto,11143,38433,0.05,Japan
2024-10-05,#Books,100049,322326,-0.97,Turkey
2025-04-22,#BigData,102455,561821,-0.47,Mexico
2025-04-10,#WorldCup,180630,718060,0.82,UK
2025-05-16,#Blockchain,39966,93677,-0.61,Spain
2024-12-18,#TravelTuesday,20688,55237,-0.78,Australia
2024-10-03,#IoT,119108,568873,0.32,USA
2024-06-07,#Blockchain,23282,119524,0.28,USA
2024-12-14,#Productivity,158129,779493,0.8,South Africa
2024-11-14,#MentalHealth,90285,140521,0.49,Germany
2024-07-18,#SelfCare,183058,696859,-0.82,South Africa
2025-04-24,#Sustainability,2249,4856,-0.47,India
2024-11-19,#Coding,160985,505983,0.45,Russia
2024-11-28,#Vegan,44416,81365,-0.62,UK
2025-04-24,#BigData,162374,386035,0.89,Turkey
2024-08-20,#NFT,108834,316350,-0.19,South Korea
2024-06-02,#MusicMonday,61143,235111,-0.24,Turkey
2025-01-10,#Vegan,144324,479764,-0.55,China
2024-07-27,#Photography,93009,537121,0.03,China
2024-10-06,#Analytics,161376,452926,0.08,China
2025-03-16,#BigData,172800,619546,-0.37,Spain
2025-03-06,#Innovation,101623,399678,-0.26,Italy
2024-11-27,#Business,13921,53695,0.14,Turkey
2024-07-05,#Photography,186503,582811,-0.71,Spain
2024-07-03,#History,112750,572332,-0.1,USA
2024-09-05,#Science,76992,360806,-0.89,Nigeria
2024-11-25,#DataScience,113173,267798,0.27,South Korea
2025-01-11,#Science,19531,46946,0.94,Turkey
2025-01-02,#Travel,47495,158651,0.49,Indonesia
2025-01-24,#MentalHealth,3308,17779,0.08,Japan
2024-08-08,#Coding,161354,557717,-0.51,Japan
2025-04-13,#DataScience,63650,223099,-0.92,India
2025-04-28,#Art,96772,578414,-0.93,Australia
2024-10-08,#Crypto,96024,286868,0.8,Nigeria
2025-03-14,#Productivity,143604,445366,0.8,Turkey
2024-06-04,#DataScience,194035,1140723,-0.07,Mexico
2024-08-03,#Hiking,184921,1031010,-0.79,Russia
2024-07-23,#Art,35770,56014,0.14,South Korea
2024-10-16,#TechNews,75817,383288,0.44,USA
2024-09-28,#DataScience,91930,467752,-0.93,Mexico
